spendingType,date,amountOfMoney,description,index,spendingTypeText
"4","3/9/2015","1169","","2929","SOCIAL_WELFARE"
"6","7/3/2013","27","","2930","SPORT"
"0","4/15/2014","235","","2931","ART"
"5","8/6/2017","1170","","2932","SOCIETY_DEFENCE"
"5","10/22/2010","96","","2933","SOCIETY_DEFENCE"
"3","3/26/2011","881","","2934","INTERGOVERNMENTAL_TRANSFERS"
"3","7/12/2011","202","","2935","INTERGOVERNMENTAL_TRANSFERS"
"1","5/13/2009","19","","2936","EDUCATION"
"0","1/5/2009","557","","2937","ART"
"5","3/25/2016","1677","","2938","SOCIETY_DEFENCE"
"5","2/5/2018","728","","2939","SOCIETY_DEFENCE"
"3","6/27/2014","292","","2940","INTERGOVERNMENTAL_TRANSFERS"
"3","2/14/2016","1338","","2941","INTERGOVERNMENTAL_TRANSFERS"
"2","8/13/2009","1488","","2942","GOVERNANCE"
"4","8/1/2016","1595","","2943","SOCIAL_WELFARE"
"3","4/5/2015","432","","2944","INTERGOVERNMENTAL_TRANSFERS"
"2","5/1/2012","845","","2945","GOVERNANCE"
"1","3/25/2010","1649","","2946","EDUCATION"
"2","1/26/2014","1451","","2947","GOVERNANCE"
"4","8/9/2012","632","","2948","SOCIAL_WELFARE"
"3","8/27/2015","716","","2949","INTERGOVERNMENTAL_TRANSFERS"
"5","8/23/2016","1196","","2950","SOCIETY_DEFENCE"
"8","6/15/2015","1707","","2951","UTILITIES"
"6","11/14/2015","1439","","2952","SPORT"
"1","9/13/2013","432","","2953","EDUCATION"
"0","3/2/2013","649","","2954","ART"
"6","4/18/2018","1755","","2955","SPORT"
"8","1/22/2013","693","","2956","UTILITIES"
"8","7/11/2011","514","","2957","UTILITIES"
"5","5/21/2011","1683","","2958","SOCIETY_DEFENCE"
"1","8/7/2013","886","","2959","EDUCATION"
"4","7/12/2012","501","","2960","SOCIAL_WELFARE"
"2","6/2/2018","198","","2961","GOVERNANCE"
"7","11/25/2018","1318","","2962","TRANSPORT_ROADS_HOUSEHOLD"
"2","9/22/2018","826","","2963","GOVERNANCE"
"3","5/6/2018","205","","2964","INTERGOVERNMENTAL_TRANSFERS"
"8","9/17/2012","341","","2965","UTILITIES"
"4","5/9/2013","483","","2966","SOCIAL_WELFARE"
"2","2/24/2010","1160","","2967","GOVERNANCE"
"1","2/23/2011","1079","","2968","EDUCATION"
"8","5/5/2012","1630","","2969","UTILITIES"
"1","8/25/2015","1655","","2970","EDUCATION"
"3","3/2/2017","1180","","2971","INTERGOVERNMENTAL_TRANSFERS"
"3","10/15/2014","1693","","2972","INTERGOVERNMENTAL_TRANSFERS"
"8","6/17/2010","1799","","2973","UTILITIES"
"5","10/11/2012","1927","","2974","SOCIETY_DEFENCE"
"0","2/23/2014","259","","2975","ART"
"3","7/5/2015","231","","2976","INTERGOVERNMENTAL_TRANSFERS"
"1","1/21/2017","1358","","2977","EDUCATION"
"3","2/11/2010","1050","","2978","INTERGOVERNMENTAL_TRANSFERS"
"8","9/20/2013","299","","2979","UTILITIES"
"0","11/17/2013","1693","","2980","ART"
"3","11/18/2015","1683","","2981","INTERGOVERNMENTAL_TRANSFERS"
"1","6/23/2014","1442","","2982","EDUCATION"
"7","2/24/2018","481","","2983","TRANSPORT_ROADS_HOUSEHOLD"
"1","8/2/2013","1934","","2984","EDUCATION"
"7","7/1/2016","551","","2985","TRANSPORT_ROADS_HOUSEHOLD"
"0","7/12/2014","929","","2986","ART"
"3","4/15/2010","1829","","2987","INTERGOVERNMENTAL_TRANSFERS"
"1","4/15/2018","1287","","2988","EDUCATION"
"6","7/17/2013","1502","","2989","SPORT"
"3","10/10/2012","800","","2990","INTERGOVERNMENTAL_TRANSFERS"
"3","8/5/2009","56","","2991","INTERGOVERNMENTAL_TRANSFERS"
"8","6/17/2013","1711","","2992","UTILITIES"
"7","10/25/2014","1323","","2993","TRANSPORT_ROADS_HOUSEHOLD"
"5","6/19/2013","1299","","2994","SOCIETY_DEFENCE"
"0","2/26/2014","974","","2995","ART"
"7","6/15/2010","1808","","2996","TRANSPORT_ROADS_HOUSEHOLD"
"6","9/10/2011","327","","2997","SPORT"
"6","3/5/2012","673","","2998","SPORT"
"2","3/8/2009","208","","2999","GOVERNANCE"
"6","3/7/2009","1853","","3000","SPORT"
"3","6/16/2010","1447","","3001","INTERGOVERNMENTAL_TRANSFERS"
"7","3/10/2014","1148","","3002","TRANSPORT_ROADS_HOUSEHOLD"
"4","2/10/2009","427","","3003","SOCIAL_WELFARE"
"8","1/23/2012","12","","3004","UTILITIES"
"8","1/26/2012","90","","3005","UTILITIES"
"5","4/6/2015","663","","3006","SOCIETY_DEFENCE"
"5","8/21/2017","240","","3007","SOCIETY_DEFENCE"
"5","1/16/2010","1282","","3008","SOCIETY_DEFENCE"
"4","3/1/2016","1919","","3009","SOCIAL_WELFARE"
"6","3/17/2011","1779","","3010","SPORT"
"8","2/8/2016","1992","","3011","UTILITIES"
"2","8/25/2018","1439","","3012","GOVERNANCE"
"3","6/27/2014","1393","","3013","INTERGOVERNMENTAL_TRANSFERS"
"1","6/22/2013","1805","","3014","EDUCATION"
"5","7/18/2015","1224","","3015","SOCIETY_DEFENCE"
"4","11/20/2016","553","","3016","SOCIAL_WELFARE"
"2","4/16/2012","1511","","3017","GOVERNANCE"
"7","8/5/2011","1302","","3018","TRANSPORT_ROADS_HOUSEHOLD"
"7","5/18/2009","1402","","3019","TRANSPORT_ROADS_HOUSEHOLD"
"3","3/20/2018","1276","","3020","INTERGOVERNMENTAL_TRANSFERS"
"0","1/1/2012","1730","","3021","ART"
"6","6/1/2014","1741","","3022","SPORT"
"2","3/8/2017","1873","","3023","GOVERNANCE"
"7","3/2/2014","332","","3024","TRANSPORT_ROADS_HOUSEHOLD"
"2","4/11/2014","749","","3025","GOVERNANCE"
"2","4/12/2015","713","","3026","GOVERNANCE"
"0","11/15/2017","159","","3027","ART"
"4","10/14/2011","1586","","3028","SOCIAL_WELFARE"
"6","4/2/2014","630","","3029","SPORT"
"8","9/20/2011","917","","3030","UTILITIES"
"0","2/8/2011","1964","","3031","ART"
"1","2/26/2018","940","","3032","EDUCATION"
"7","5/21/2010","1087","","3033","TRANSPORT_ROADS_HOUSEHOLD"
"2","10/19/2014","1856","","3034","GOVERNANCE"
"3","4/17/2016","1984","","3035","INTERGOVERNMENTAL_TRANSFERS"
"4","8/4/2016","320","","3036","SOCIAL_WELFARE"
"3","8/1/2012","1432","","3037","INTERGOVERNMENTAL_TRANSFERS"
"3","7/11/2010","39","","3038","INTERGOVERNMENTAL_TRANSFERS"
"4","11/18/2017","567","","3039","SOCIAL_WELFARE"
"2","6/27/2010","1152","","3040","GOVERNANCE"
"3","5/12/2009","1413","","3041","INTERGOVERNMENTAL_TRANSFERS"
"1","7/25/2017","1477","","3042","EDUCATION"
"5","4/15/2015","1949","","3043","SOCIETY_DEFENCE"
"0","6/23/2013","1797","","3044","ART"
"6","1/21/2018","1416","","3045","SPORT"
"1","7/8/2010","111","","3046","EDUCATION"
"1","11/8/2016","573","","3047","EDUCATION"
"5","2/8/2013","1903","","3048","SOCIETY_DEFENCE"
"6","3/3/2016","1989","","3049","SPORT"
"2","3/14/2011","1221","","3050","GOVERNANCE"
"3","1/24/2018","1733","","3051","INTERGOVERNMENTAL_TRANSFERS"
"4","1/24/2014","1584","","3052","SOCIAL_WELFARE"
"7","8/3/2013","1693","","3053","TRANSPORT_ROADS_HOUSEHOLD"
"8","8/19/2015","910","","3054","UTILITIES"
"4","8/5/2011","281","","3055","SOCIAL_WELFARE"
"0","2/17/2015","951","","3056","ART"
"6","3/14/2010","730","","3057","SPORT"
"0","5/21/2010","941","","3058","ART"
"5","8/14/2009","848","","3059","SOCIETY_DEFENCE"
"3","9/27/2016","1936","","3060","INTERGOVERNMENTAL_TRANSFERS"
"4","1/28/2013","1192","","3061","SOCIAL_WELFARE"
"7","10/1/2012","1308","","3062","TRANSPORT_ROADS_HOUSEHOLD"
"2","2/13/2011","911","","3063","GOVERNANCE"
"1","9/26/2011","838","","3064","EDUCATION"
"4","8/15/2009","1111","","3065","SOCIAL_WELFARE"
"1","1/15/2010","93","","3066","EDUCATION"
"4","1/3/2015","831","","3067","SOCIAL_WELFARE"
"6","10/5/2013","231","","3068","SPORT"
"1","1/21/2011","177","","3069","EDUCATION"
"2","11/25/2014","770","","3070","GOVERNANCE"
"1","8/26/2014","582","","3071","EDUCATION"
"4","10/1/2016","519","","3072","SOCIAL_WELFARE"
"6","6/22/2015","78","","3073","SPORT"
"5","4/20/2015","604","","3074","SOCIETY_DEFENCE"
"0","8/15/2018","1911","","3075","ART"
"3","8/2/2014","1276","","3076","INTERGOVERNMENTAL_TRANSFERS"
"6","3/22/2018","226","","3077","SPORT"
"6","5/26/2010","1233","","3078","SPORT"
"7","3/16/2014","1280","","3079","TRANSPORT_ROADS_HOUSEHOLD"
"3","5/6/2014","338","","3080","INTERGOVERNMENTAL_TRANSFERS"
"8","4/2/2010","1965","","3081","UTILITIES"
"8","8/13/2014","748","","3082","UTILITIES"
"5","8/4/2018","1231","","3083","SOCIETY_DEFENCE"
"3","8/18/2014","155","","3084","INTERGOVERNMENTAL_TRANSFERS"
"8","8/11/2015","1439","","3085","UTILITIES"
"8","7/23/2012","682","","3086","UTILITIES"
"4","8/20/2017","1661","","3087","SOCIAL_WELFARE"
"2","6/7/2014","1890","","3088","GOVERNANCE"
"2","7/3/2012","829","","3089","GOVERNANCE"
"8","6/16/2014","1726","","3090","UTILITIES"
"4","9/21/2015","690","","3091","SOCIAL_WELFARE"
"3","8/20/2015","1809","","3092","INTERGOVERNMENTAL_TRANSFERS"
"8","5/6/2018","34","","3093","UTILITIES"
"4","5/3/2010","1269","","3094","SOCIAL_WELFARE"
"1","3/22/2018","1530","","3095","EDUCATION"
"5","2/17/2016","1930","","3096","SOCIETY_DEFENCE"
"2","1/9/2015","1848","","3097","GOVERNANCE"
"5","10/21/2016","1383","","3098","SOCIETY_DEFENCE"
"5","1/8/2014","134","","3099","SOCIETY_DEFENCE"
"2","9/3/2013","925","","3100","GOVERNANCE"
"3","9/19/2016","435","","3101","INTERGOVERNMENTAL_TRANSFERS"
"3","9/18/2013","1680","","3102","INTERGOVERNMENTAL_TRANSFERS"
"5","1/23/2018","1320","","3103","SOCIETY_DEFENCE"
"7","2/25/2010","1830","","3104","TRANSPORT_ROADS_HOUSEHOLD"
"1","9/28/2012","603","","3105","EDUCATION"
"7","2/20/2010","9","","3106","TRANSPORT_ROADS_HOUSEHOLD"
"5","7/3/2017","656","","3107","SOCIETY_DEFENCE"
"3","11/16/2009","585","","3108","INTERGOVERNMENTAL_TRANSFERS"
"8","8/3/2012","1874","","3109","UTILITIES"
"1","6/12/2013","4","","3110","EDUCATION"
"5","9/19/2010","1806","","3111","SOCIETY_DEFENCE"
"7","5/26/2011","905","","3112","TRANSPORT_ROADS_HOUSEHOLD"
"8","4/18/2016","871","","3113","UTILITIES"
"6","11/16/2011","774","","3114","SPORT"
"1","2/1/2011","659","","3115","EDUCATION"
"1","7/11/2012","199","","3116","EDUCATION"
"6","4/2/2013","245","","3117","SPORT"
"0","4/22/2013","925","","3118","ART"
"3","10/22/2011","1532","","3119","INTERGOVERNMENTAL_TRANSFERS"
"5","8/9/2017","439","","3120","SOCIETY_DEFENCE"
"8","6/18/2011","116","","3121","UTILITIES"
"2","10/8/2013","249","","3122","GOVERNANCE"
"7","4/11/2015","864","","3123","TRANSPORT_ROADS_HOUSEHOLD"
"6","7/14/2011","1662","","3124","SPORT"
"6","5/22/2018","1434","","3125","SPORT"
"6","4/1/2011","344","","3126","SPORT"
"3","7/2/2012","1951","","3127","INTERGOVERNMENTAL_TRANSFERS"
"2","2/7/2012","1527","","3128","GOVERNANCE"
"0","1/9/2013","1411","","3129","ART"
"6","5/23/2012","1236","","3130","SPORT"
"5","1/1/2010","477","","3131","SOCIETY_DEFENCE"
"5","11/25/2013","1536","","3132","SOCIETY_DEFENCE"
"2","8/4/2012","327","","3133","GOVERNANCE"
"6","1/23/2014","1478","","3134","SPORT"
"6","11/13/2014","1254","","3135","SPORT"
"1","3/21/2017","113","","3136","EDUCATION"
"7","3/22/2016","1708","","3137","TRANSPORT_ROADS_HOUSEHOLD"
"8","11/16/2017","1271","","3138","UTILITIES"
"4","4/8/2010","817","","3139","SOCIAL_WELFARE"
"2","3/17/2011","1381","","3140","GOVERNANCE"
"8","7/26/2012","902","","3141","UTILITIES"
"6","1/7/2015","1963","","3142","SPORT"
"8","4/11/2013","736","","3143","UTILITIES"
"2","6/4/2018","1860","","3144","GOVERNANCE"
"7","3/28/2017","1526","","3145","TRANSPORT_ROADS_HOUSEHOLD"
"5","2/17/2012","405","","3146","SOCIETY_DEFENCE"
"6","6/16/2012","850","","3147","SPORT"
"0","9/10/2015","1397","","3148","ART"
"3","3/10/2011","1937","","3149","INTERGOVERNMENTAL_TRANSFERS"
"2","2/27/2012","718","","3150","GOVERNANCE"
"7","10/17/2017","571","","3151","TRANSPORT_ROADS_HOUSEHOLD"
"6","6/1/2016","1756","","3152","SPORT"
"2","8/14/2014","1014","","3153","GOVERNANCE"
"8","9/1/2012","1316","","3154","UTILITIES"
"7","8/19/2013","90","","3155","TRANSPORT_ROADS_HOUSEHOLD"
"4","3/25/2015","398","","3156","SOCIAL_WELFARE"
"6","11/15/2011","246","","3157","SPORT"
"5","1/16/2012","690","","3158","SOCIETY_DEFENCE"
"3","11/3/2010","419","","3159","INTERGOVERNMENTAL_TRANSFERS"
"2","4/26/2015","242","","3160","GOVERNANCE"
"0","5/4/2016","947","","3161","ART"
"1","6/22/2013","1405","","3162","EDUCATION"
"6","5/11/2017","252","","3163","SPORT"
"7","6/28/2012","570","","3164","TRANSPORT_ROADS_HOUSEHOLD"
"2","3/16/2012","555","","3165","GOVERNANCE"
"0","9/19/2015","701","","3166","ART"
"8","9/9/2017","511","","3167","UTILITIES"
"2","3/26/2013","1017","","3168","GOVERNANCE"
"5","3/10/2015","1904","","3169","SOCIETY_DEFENCE"
"4","11/16/2011","174","","3170","SOCIAL_WELFARE"
"7","4/8/2018","654","","3171","TRANSPORT_ROADS_HOUSEHOLD"
"4","10/15/2015","776","","3172","SOCIAL_WELFARE"
"3","9/1/2010","1996","","3173","INTERGOVERNMENTAL_TRANSFERS"
"0","1/18/2010","1551","","3174","ART"
"5","3/26/2018","417","","3175","SOCIETY_DEFENCE"
"0","3/10/2012","1089","","3176","ART"
"2","2/13/2014","1198","","3177","GOVERNANCE"
"7","11/10/2009","1111","","3178","TRANSPORT_ROADS_HOUSEHOLD"
"6","3/4/2013","440","","3179","SPORT"
"6","2/28/2015","1122","","3180","SPORT"
"3","9/24/2012","1249","","3181","INTERGOVERNMENTAL_TRANSFERS"
"4","3/10/2017","1239","","3182","SOCIAL_WELFARE"
"8","9/28/2018","735","","3183","UTILITIES"
"0","11/10/2013","1340","","3184","ART"
"4","3/21/2009","706","","3185","SOCIAL_WELFARE"
"0","5/10/2018","1046","","3186","ART"
"6","4/19/2013","364","","3187","SPORT"
"5","2/10/2011","1305","","3188","SOCIETY_DEFENCE"
"7","4/18/2012","1653","","3189","TRANSPORT_ROADS_HOUSEHOLD"
"3","5/6/2010","1256","","3190","INTERGOVERNMENTAL_TRANSFERS"
"3","11/9/2018","719","","3191","INTERGOVERNMENTAL_TRANSFERS"
"2","4/12/2011","1956","","3192","GOVERNANCE"
"7","3/6/2009","372","","3193","TRANSPORT_ROADS_HOUSEHOLD"
"5","5/24/2010","1070","","3194","SOCIETY_DEFENCE"
"2","9/2/2013","1851","","3195","GOVERNANCE"
"0","2/3/2017","1281","","3196","ART"
"3","3/20/2013","611","","3197","INTERGOVERNMENTAL_TRANSFERS"
"6","3/13/2016","1846","","3198","SPORT"
"0","10/10/2013","100","","3199","ART"
"4","1/14/2014","1586","","3200","SOCIAL_WELFARE"
"1","5/25/2018","337","","3201","EDUCATION"
"1","1/9/2015","1349","","3202","EDUCATION"
"7","5/5/2012","215","","3203","TRANSPORT_ROADS_HOUSEHOLD"
"4","11/15/2009","957","","3204","SOCIAL_WELFARE"
"3","6/21/2010","1222","","3205","INTERGOVERNMENTAL_TRANSFERS"
"7","6/20/2018","701","","3206","TRANSPORT_ROADS_HOUSEHOLD"
"8","2/22/2010","21","","3207","UTILITIES"
"7","6/16/2014","936","","3208","TRANSPORT_ROADS_HOUSEHOLD"
"7","11/17/2017","1516","","3209","TRANSPORT_ROADS_HOUSEHOLD"
"4","8/22/2015","1357","","3210","SOCIAL_WELFARE"
"2","10/28/2012","1044","","3211","GOVERNANCE"
"6","1/27/2018","1489","","3212","SPORT"
"4","1/2/2016","800","","3213","SOCIAL_WELFARE"
"6","8/25/2011","1994","","3214","SPORT"
"6","1/25/2013","308","","3215","SPORT"
"7","6/4/2014","270","","3216","TRANSPORT_ROADS_HOUSEHOLD"
"3","10/6/2018","1307","","3217","INTERGOVERNMENTAL_TRANSFERS"
"4","9/14/2012","1935","","3218","SOCIAL_WELFARE"
"3","5/24/2011","1317","","3219","INTERGOVERNMENTAL_TRANSFERS"
"3","8/5/2016","1892","","3220","INTERGOVERNMENTAL_TRANSFERS"
"5","8/8/2014","391","","3221","SOCIETY_DEFENCE"
"3","11/13/2016","216","","3222","INTERGOVERNMENTAL_TRANSFERS"
"3","1/10/2009","871","","3223","INTERGOVERNMENTAL_TRANSFERS"
"0","2/18/2011","1617","","3224","ART"
"0","3/22/2012","278","","3225","ART"
"8","5/10/2015","188","","3226","UTILITIES"
"3","7/17/2017","1867","","3227","INTERGOVERNMENTAL_TRANSFERS"
"4","5/25/2010","1279","","3228","SOCIAL_WELFARE"
"5","9/7/2017","1944","","3229","SOCIETY_DEFENCE"
"1","6/12/2011","768","","3230","EDUCATION"
"0","7/27/2014","109","","3231","ART"
"3","4/28/2011","1280","","3232","INTERGOVERNMENTAL_TRANSFERS"
"1","10/4/2017","287","","3233","EDUCATION"
"0","10/15/2016","1943","","3234","ART"
"2","8/4/2011","1589","","3235","GOVERNANCE"
"7","6/25/2014","1655","","3236","TRANSPORT_ROADS_HOUSEHOLD"
"7","2/7/2017","1762","","3237","TRANSPORT_ROADS_HOUSEHOLD"
"4","1/9/2017","390","","3238","SOCIAL_WELFARE"
"4","5/14/2014","1379","","3239","SOCIAL_WELFARE"
"5","11/23/2018","1108","","3240","SOCIETY_DEFENCE"
"0","4/26/2017","703","","3241","ART"
"7","1/18/2014","672","","3242","TRANSPORT_ROADS_HOUSEHOLD"
"8","9/13/2011","83","","3243","UTILITIES"
"7","11/9/2018","1236","","3244","TRANSPORT_ROADS_HOUSEHOLD"
"3","9/10/2011","1870","","3245","INTERGOVERNMENTAL_TRANSFERS"
"0","4/18/2016","808","","3246","ART"
"8","7/24/2014","691","","3247","UTILITIES"
"4","2/17/2017","921","","3248","SOCIAL_WELFARE"
"2","4/5/2011","1369","","3249","GOVERNANCE"
"7","9/4/2010","526","","3250","TRANSPORT_ROADS_HOUSEHOLD"
"1","1/20/2013","1288","","3251","EDUCATION"
"8","6/19/2013","1313","","3252","UTILITIES"
"4","5/16/2010","1777","","3253","SOCIAL_WELFARE"
"6","4/12/2009","1606","","3254","SPORT"
"7","11/5/2017","376","","3255","TRANSPORT_ROADS_HOUSEHOLD"
"6","3/6/2014","1264","","3256","SPORT"
"4","1/24/2011","1677","","3257","SOCIAL_WELFARE"
"5","3/8/2009","1845","","3258","SOCIETY_DEFENCE"
"6","2/7/2018","1011","","3259","SPORT"
"7","1/25/2015","1710","","3260","TRANSPORT_ROADS_HOUSEHOLD"
"8","11/15/2016","339","","3261","UTILITIES"
"3","7/18/2015","551","","3262","INTERGOVERNMENTAL_TRANSFERS"
"8","8/25/2016","1529","","3263","UTILITIES"
"2","10/25/2010","1960","","3264","GOVERNANCE"
"0","11/6/2017","1089","","3265","ART"
"7","2/1/2009","611","","3266","TRANSPORT_ROADS_HOUSEHOLD"
"8","11/19/2013","812","","3267","UTILITIES"
"2","5/13/2016","1568","","3268","GOVERNANCE"
"0","2/2/2011","443","","3269","ART"
"2","1/19/2010","1385","","3270","GOVERNANCE"
"7","4/18/2009","616","","3271","TRANSPORT_ROADS_HOUSEHOLD"
"3","5/12/2014","1193","","3272","INTERGOVERNMENTAL_TRANSFERS"
"4","7/24/2015","165","","3273","SOCIAL_WELFARE"
"5","1/22/2009","1237","","3274","SOCIETY_DEFENCE"
"1","10/3/2018","1109","","3275","EDUCATION"
"4","11/14/2010","1481","","3276","SOCIAL_WELFARE"
"8","5/16/2018","1890","","3277","UTILITIES"
"8","5/21/2010","1966","","3278","UTILITIES"
"2","9/2/2009","575","","3279","GOVERNANCE"
"8","10/7/2017","816","","3280","UTILITIES"
"8","6/17/2016","1963","","3281","UTILITIES"
"2","1/10/2014","1377","","3282","GOVERNANCE"
"7","11/27/2014","113","","3283","TRANSPORT_ROADS_HOUSEHOLD"
"5","6/17/2014","1899","","3284","SOCIETY_DEFENCE"
"7","5/15/2011","70","","3285","TRANSPORT_ROADS_HOUSEHOLD"
"6","8/27/2016","273","","3286","SPORT"
"7","9/23/2016","54","","3287","TRANSPORT_ROADS_HOUSEHOLD"
"3","6/13/2009","1304","","3288","INTERGOVERNMENTAL_TRANSFERS"
"2","1/8/2011","1751","","3289","GOVERNANCE"
"7","7/5/2015","1856","","3290","TRANSPORT_ROADS_HOUSEHOLD"
"5","6/27/2011","792","","3291","SOCIETY_DEFENCE"
"1","1/13/2018","293","","3292","EDUCATION"
"6","4/7/2016","98","","3293","SPORT"
"1","2/24/2010","1940","","3294","EDUCATION"
"6","4/20/2012","1143","","3295","SPORT"
"8","9/17/2009","564","","3296","UTILITIES"
"4","1/15/2017","316","","3297","SOCIAL_WELFARE"
"4","10/10/2014","1766","","3298","SOCIAL_WELFARE"
"7","6/10/2013","1713","","3299","TRANSPORT_ROADS_HOUSEHOLD"
"2","4/7/2011","1028","","3300","GOVERNANCE"
"6","3/19/2012","847","","3301","SPORT"
"0","8/8/2017","889","","3302","ART"
"2","2/20/2011","1342","","3303","GOVERNANCE"
"0","1/22/2013","1097","","3304","ART"
"8","3/11/2017","958","","3305","UTILITIES"
"4","5/1/2014","1576","","3306","SOCIAL_WELFARE"
"7","8/22/2012","776","","3307","TRANSPORT_ROADS_HOUSEHOLD"
"8","7/19/2018","1206","","3308","UTILITIES"
"2","2/20/2012","321","","3309","GOVERNANCE"
"6","9/9/2012","557","","3310","SPORT"
"8","4/22/2011","14","","3311","UTILITIES"
"8","9/9/2016","800","","3312","UTILITIES"
"6","3/4/2012","1042","","3313","SPORT"
"7","2/23/2009","854","","3314","TRANSPORT_ROADS_HOUSEHOLD"
"3","11/25/2017","587","","3315","INTERGOVERNMENTAL_TRANSFERS"
"0","7/24/2013","1940","","3316","ART"
"4","5/28/2018","1091","","3317","SOCIAL_WELFARE"
"6","9/11/2012","226","","3318","SPORT"
"5","10/23/2015","765","","3319","SOCIETY_DEFENCE"
"1","8/21/2012","1957","","3320","EDUCATION"
"7","7/3/2016","1121","","3321","TRANSPORT_ROADS_HOUSEHOLD"
"5","11/5/2017","1603","","3322","SOCIETY_DEFENCE"
"8","8/17/2011","983","","3323","UTILITIES"
"4","8/18/2012","1800","","3324","SOCIAL_WELFARE"
"7","11/19/2009","729","","3325","TRANSPORT_ROADS_HOUSEHOLD"
"0","4/12/2012","462","","3326","ART"
"1","8/13/2010","1468","","3327","EDUCATION"
"8","3/2/2015","721","","3328","UTILITIES"
"6","5/25/2010","149","","3329","SPORT"
"4","8/13/2018","972","","3330","SOCIAL_WELFARE"
"8","5/9/2014","18","","3331","UTILITIES"
"6","4/9/2011","1555","","3332","SPORT"
"5","2/16/2009","1726","","3333","SOCIETY_DEFENCE"
"7","4/10/2009","789","","3334","TRANSPORT_ROADS_HOUSEHOLD"
"0","3/7/2013","339","","3335","ART"
"0","11/27/2014","397","","3336","ART"
"8","4/14/2009","217","","3337","UTILITIES"
"2","1/10/2018","43","","3338","GOVERNANCE"
"1","5/3/2011","575","","3339","EDUCATION"
"8","9/2/2012","639","","3340","UTILITIES"
"3","1/21/2010","1024","","3341","INTERGOVERNMENTAL_TRANSFERS"
"1","6/14/2009","1743","","3342","EDUCATION"
"3","2/24/2009","872","","3343","INTERGOVERNMENTAL_TRANSFERS"
"2","10/7/2011","723","","3344","GOVERNANCE"
"1","5/7/2011","1283","","3345","EDUCATION"
"2","9/18/2012","765","","3346","GOVERNANCE"
"8","7/9/2018","1600","","3347","UTILITIES"
"4","5/15/2009","406","","3348","SOCIAL_WELFARE"
"0","1/14/2016","867","","3349","ART"
"5","10/7/2009","1039","","3350","SOCIETY_DEFENCE"
"0","4/1/2015","420","","3351","ART"
"8","6/24/2018","1507","","3352","UTILITIES"
"5","2/1/2018","470","","3353","SOCIETY_DEFENCE"
"0","5/18/2010","899","","3354","ART"
"2","8/2/2014","1025","","3355","GOVERNANCE"
"4","1/11/2011","545","","3356","SOCIAL_WELFARE"
"4","3/2/2014","1271","","3357","SOCIAL_WELFARE"
